a,b,c
174625,877887,25
100011,557212,1
4694237,557212,1
119062,230188,1
3395662,831850,24-5
3132138,1438275,1
3452812,1143000,1
4214812,1249362,1
3925887,1209675,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
4765675,689689,1
2862263,689689,1
174625,689689,1
100011,2876550,1
174625,2903538,1
3030538,2876550,1
3065463,2903538,1
2797175,2889250,1
2871788,2889250,5
5686425,2889250,1
5761037,2889250,5
5929312,2876550,1
5964237,2903538,1
8545513,2889250,1
8545513,2889250,5
4306887,3606800,1
7207250,3606800,1
1390650,3606800,1
1368425,3221460,1
1362075,3373437,9
1814511,3116914,1
1814511,3373437,9
163512,3116914,1
163512,3373437,9
4284662,3223048,1
4278312,3373437,9
4730750,3116914,1
4730750,3373437,9
3079750,3116914,1
3079750,3373437,9
7183436,3223048,1
7177086,3373437,9
7629525,3116914,1
7629525,3373437,9
5978525,3116914,1
5978525,3373437,9
119062,6450012,1
8261350,163512,13
4795837,1211262,1
6405562,1662113,1
6405562,1211262,1
4794250,2273300,1
4818062,1662113,1
6405562,2273300,1
7029450,1425575,1
7096917,2151857,1
5195887,1546225,1
5118098,2151063,1
6116639,1360487,1
7780338,1054100,1
7851775,2076450,1
6117432,750093,1
5989637,4694237,25
3130550,4694237,25
3030538,4468812,1
3065463,4495800,1
5686425,4479925,1
5686425,4479925,1
174625,4694237,25
100011,4468812,1
174625,4495800,1
2797175,4479925,1
2871788,4479925,5
1252537,4694237,1
1716088,5262562,24-5
1812925,5722937,1
2052638,5880100,1
1349375,5429250,1
1676400,5181600,1
2346325,5232400,1
1936750,5362575,1
2519361,5732462,1
1312862,5815012,1
1612900,6046787,1
1252537,5099050,9
7161213,4694237,1
7161213,5099050,9
7475538,5176837,24-5
7418386,5867400,1
8112125,5884862,1
7380286,5989637,1
7572375,5395912,1
7810500,5795962,1
7974013,5718175,1
8077200,5129212,1
8285163,5497512,1
7197725,5302250,1
5929312,4468812,1
5964237,4495800,1
8545513,4479925,1
8620125,4479925,5
242888,1017587,1
307975,1636713,1
3535362,1919288,1
3535362,2320925,9
3535362,2552700,1
3535362,3175000,1
3535362,4497387,1
1239837,5495342,17
242888,1017587,1
3089275,2905125,1
3089275,2905125,1
4687887,1017587,1
4687887,1017587,1
4751387,1636713,1
4751387,4721225,1
4751387,3206750,1
4751387,2084388,17
4751387,3652837,17
4751387,5159375,17
5919787,4721225,25
5919787,1636713,25
5919787,4665662,9
5919787,3206750,25
5919787,3151188,9
174945,237215,1
174945,6439506,1
174945,6232178,17
174943,27536,1
2105025,3190875,9
2105025,2505075,9
2105025,2486025,9
1285875,2495550,9
1057275,2668588,9
1614487,2405063,1
406400,3894137,1
406400,2901950,1
862012,2222500,1
406400,2486025,1
2619375,2409825,17
2573338,5283200,17
2603500,2222500,17
1568450,5283200,1
1598612,2222500,1
8710727,240787,13
6303579,2390639,25
122237,794903,1
246063,5407457,1
246063,2237364,1
121488,357440,1
1600200,1746250,24-57
257175,2671763,1
257175,2274888,1
257175,1874838,1
257175,3468687,1
257175,3868737,1
257175,3068638,1
257175,4665662,1
257175,5462587,1
257175,5062537,1
257175,4268787,1
1546225,794903,17
1546225,1063088,9
3875087,5933649,1
1717675,5933649,1
376238,5933649,17
1546225,1087465,17
1546225,1584252,9
165100,856835,17
2679700,1746250,24-57
2909888,5933649,1
2713038,1087465,17
2713038,1584252,9
3875087,794903,17
3875087,1063088,9
3875087,1087465,17
3875087,1584252,9
5041900,1087465,17
5041900,1584252,9
5041900,5934075,1
246063,3416732,9
246063,4565980,9
246063,2195801,9
0,0,1
100011,4464050,1
100011,2889250,1
3030538,4464050,1
3030538,2889250,1
5929312,4464050,1
5929312,2889250,1
134937,3589337,24-52
735012,4154487,1
282575,4154487,1
5287962,3695700,24-53
5030787,3579812,1
4854575,3881437,1
4854575,3709987,1
5378450,4156075,1
5457825,3579812,1
5429250,3702050,1
8191500,3695700,24-53
8218488,3943350,9
7924800,3592512,1
7748588,3881437,1
7748588,3709987,1
8262938,4178300,1
8342313,3592512,1
8313738,3954462,1
8313738,3797300,1
2328863,3695700,24-53
2062163,3592512,1
1885950,3881437,1
1885950,3709987,1
2390775,4156075,1
2470150,3592512,1
2441575,3721100,1
4694237,554037,1
100011,554037,1
100011,1778000,1
100011,1778000,1
174625,1804989,1
174625,1978025,25
174625,877887,25
100011,557212,1
4694237,557212,1
119062,230188,1
3395662,831850,24-5
3109913,954087,1
3535362,998537,1
4060825,1535112,1
3844925,1354137,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
4765675,674300,1
2862263,674300,1
174625,674300,1
100011,2876550,1
174625,2903538,1
3030538,2876550,1
3065463,2903538,1
5929312,2876550,1
5964237,2903538,1
8545513,2889250,1
8620125,2889250,5
7218363,3760787,1
1401762,3760787,1
1368425,3221460,1
1362075,3373437,9
1814511,3116914,1
1814511,3373437,9
163512,3116914,1
163512,3373437,9
4238625,3232573,1
4278312,3373437,9
4730750,3116914,1
4730750,3373437,9
3079750,3116914,1
3079750,3373437,9
7137400,3232573,1
7177086,3373437,9
7629525,3116914,1
7629525,3373437,9
5978525,3116914,1
5978525,3373437,9
5989637,4694237,25
3130550,4694237,25
3030538,4468812,1
3065463,4495800,1
5686425,4479925,1
5686425,4479925,1
100011,4468812,1
174625,4495800,1
2797175,4479925,1
2797175,4479925,5
5929312,4468812,1
5964237,4495800,1
5953125,3452812,24-52
6553200,4160837,1
6100762,4160837,1
4318000,3760787,1
8545513,4479925,1
8545513,4479925,5
119062,6125776,17
174625,4694237,25
7161213,4694237,1
7161213,5099050,9
8261350,163512,13
7662863,5218112,24-5
7515225,5934075,1
7969250,5932487,1
8004175,5792787,1
8255000,5830887,1
8112125,5726112,1
8416925,5645150,1
7989888,5145087,1
7739063,5457825,1
7358061,5399087,1
119062,6392962,1
2714625,2903538,1
5634037,2903538,1
3629025,4154487,1
3636962,3886200,1
3176588,4154487,1
3184525,3895725,1
174945,6590796,1
174943,27536,1
8612413,159496,13
1446702,2551369,17
3657653,2611298,17
2708484,3356112,17
437602,4413806,25
4156535,4387891,25
4472385,960843,25
2347280,1744466,1
2588633,1921899,1
3858502,3127729,1
3912425,3167818,1
920285,3127729,1
974209,3167818,1
1679945,2479830,9
2214461,3603933,9
3528074,2508986,9
2776513,1389742,17
2943347,1556576,9
2104320,1033397,17
2943347,1328191,9
119062,230188,1
4489450,554037,1
4491037,557212,1
4564062,622300,1
100011,554037,1
100011,557212,1
174625,622300,1
4489450,3368675,1
4491037,3371850,1
4564062,3436937,1
100011,3368675,1
100011,3371850,1
174625,3436937,1
174625,874712,25
4564062,874712,25
4564062,3651250,25
2819400,3650476,1
2819400,3962400,9
2819400,4019550,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
4022725,584200,1
4127500,584200,5
4022725,3398837,1
4022725,3398837,1
1117600,3651250,1
1117600,3962400,9
1117600,4019550,1
2514600,3771900,1
2514600,3771900,1
174625,3962400,9
174625,4019550,1
174625,3647301,1
812800,3771900,1
812800,3771900,1
8470900,584200,1
8470900,584200,5
8470900,3398837,1
8575675,3398837,5
119062,6450012,1
8261350,163512,13
1117600,4406900,25
2540000,3096140,1
2540000,230188,1
0,0,1
2667000,2324100,25
0,2240279,1
0,1905,1
119062,6435725,1
223838,1119187,1
2867025,1119187,1
350836,1190625,25
4903787,1190625,13
4097337,2301875,13
3308350,3341687,13
2867025,1019175,1
223838,933450,5
119062,230188,17
8190817,829246,1
8259398,829246,1
8380865,820878,1
8190817,611563,1
8190817,611563,1
8380865,603195,1
229375,1092730,1
174943,27536,1
174945,237215,1
174945,237215,1
1244512,4127420,1
3079157,1179976,1
3079158,1598927,1
2165842,1380024,1
2165842,1598921,1
4178494,1598920,1
4178494,1380024,17
1244512,1380026,1
1244512,1598921,1
318180,4190898,17
3458293,4190898,1
3458293,4190898,1
2438549,4190898,1
2575410,4190898,1
1521227,4190898,1
1658087,4190898,1
4178494,4190898,25
318182,1663286,17
2451966,1663286,1
2575410,1663286,1
3458293,1663286,1
3581737,1663286,1
1534644,1663286,1
1658087,1663286,1
4178494,1663286,25
7434418,166682,1
381000,1231531,1
7337239,2369579,1
3838261,2711680,1
2754595,1482527,9
481793,1795901,9
481793,2343013,9
481793,3495354,9
481793,5020467,9
481793,5352138,9
481793,4257911,9
481793,2674684,9
3898967,1267083,17
5530120,1267083,17
7404923,1267083,17
2754595,1267083,17
3898967,1854013,17
5530120,1854013,17
7404923,1854013,17
2754595,1854013,17
481793,1854013,17
3898967,2401127,17
5530120,2401127,17
7404923,2401127,17
2754595,2401127,17
481793,2401127,17
3898967,2732796,17
5530120,2732796,17
7404923,2732796,17
2754595,2732796,17
481793,2732796,17
481793,3250371,17
3898967,5410253,25
5530120,5410253,25
7404923,5410253,25
2754595,5410253,25
481793,5410253,17
3898967,4316024,25
5530120,4316024,25
7404923,4316024,25
2754595,4316024,25
481793,4316024,25
3898967,5078581,25
5530120,5078581,25
7404923,5078581,25
2754595,5078581,25
481793,5078581,25
3898967,1522343,17
5530120,1522343,17
7404923,1522343,17
2754595,1522343,17
481793,1522343,17
3898967,3553466,25
5530120,3553466,25
7404923,3553466,25
2754595,3553466,25
481793,3553466,25
381000,6578283,1
381000,5950265,17
7633255,986065,1
7396318,997402,1
0,0,1
119062,230188,1
119062,6435725,1
119062,979487,1
119062,979487,1
827087,1547812,9
6810375,5573712,1
7281863,5573712,1
5872162,5573712,1
6338887,5573712,1
7748588,5573712,1
1755775,5573712,1
719137,5573712,1
1185862,5573712,1
2227263,5573712,1
2595563,5573712,1
3529012,5573712,1
3062288,5573712,1
4000500,5573712,1
4471987,5573712,1
5405437,5573712,1
4938712,5573712,1
7724775,2028825,1
7724775,1757363,1
7991475,2027238,1
7991475,1755775,1
201612,1403350,1
6342062,565151,1
6868176,542926,1
3321050,1536700,1
1041400,3238500,9
3321050,3149600,1
4178300,2044700,1
4449762,2357438,1
119062,6435725,1
5989563,1232140,1
129449,1232140,1
2943710,1232140,1
5988165,1232140,1
6066135,2039489,25
5989563,888094,17
6066135,1204550,1
129449,1232140,1
198384,2039489,25
129449,888094,17
198384,1389217,1
2943710,1232140,1
3020445,2039489,25
2943710,888094,17
3020445,1389217,17
129449,1003361,5
5988165,1134014,1
2943710,1003361,5
7726904,558581,13
174945,1026972,1
258584,5549246,1
258584,3066177,1
174945,237215,1
2984499,1536700,24-52
2984499,2222500,24-52
2984499,2946400,24-52
2984499,4013201,24-52
2984499,4737101,24-52
2984499,5422901,24-52
4672122,3322097,5
4723955,3343154,1
6586662,3322097,5
6638494,3343154,1
4672122,1883764,5
4723955,1904820,1
6585042,1883764,5
6636873,1904820,1
4670502,2602931,5
4722335,2623988,1
6585042,2602931,5
6636873,2623988,1
4672122,5821364,5
4723955,5842420,1
6586662,5821364,5
6638494,5842420,1
4670502,4383030,5
4722335,4404086,1
6585042,4383030,5
6636873,4404086,1
4670502,5102197,5
4722335,5123253,1
6585042,5102197,5
6636873,5123253,1
301227,3961896,9
3056728,1081998,5
3107528,1119252,1
174945,6613865,1
174943,27536,1
301227,1642284,17
301227,4075112,17
301227,3375550,25
301227,1937216,25
301227,2656383,25
301227,5874816,25
301227,4436483,25
301227,5155650,25
301227,1399466,1
301227,1624611,9
5129514,1081998,5
5264574,1119549,1
6959817,1082000,5
7085255,1119093,1
8710727,240787,13
119062,6435725,1
291306,951476,1
954880,1868523,13
555121,1868523,13
1176115,2167705,13
6546056,2332428,17
5080811,2167705,13
1567039,1424729,9
1567039,1424729,9
2352850,1424729,9
2352850,1424729,9
5080811,1424729,9
5080811,1424729,9
5583730,1424729,9
5583730,1424729,9
373284,1067439,17
3402477,1067439,17
0,0,1
100011,4464050,1
100011,2889250,1
3030538,4464050,1
3030538,2889250,1
5929312,4464050,1
5929312,2889250,1
134937,3409950,24-52
282575,4156075,1
735012,4156075,1
3081338,3937000,24-52
3681412,4159250,1
3228975,4159250,1
3689350,3833812,1
3236913,3852862,1
5287962,3695700,24-53
4854575,3881437,1
5378450,4156075,1
5030787,3589337,1
4854575,3709987,1
5457825,3589337,1
5429250,3711575,1
8191500,3695700,24-53
7748588,3881437,1
8262938,4156075,1
7924800,3592512,1
7748588,3709987,1
8313738,3768725,1
8342313,3592512,1
2328863,3695700,24-53
2355850,3943350,9
2390775,4192587,1
1885950,3709987,1
2062163,3592512,1
1885950,3881437,1
2470150,3592512,1
2441575,3811587,1
2441575,3968750,1
4694237,554037,1
100011,554037,1
100011,1778000,1
100011,1778000,1
174625,1804989,1
174625,1955800,25
174625,877887,25
100011,557212,1
4694237,557212,1
119062,230188,1
3395662,831850,24-5
3081338,1033462,1
3516312,1020762,1
4106862,1495425,1
3862387,1333500,1
7621516,376238,1
7621516,190501,1
7434191,163512,1
7508009,163512,5
7437366,347663,1
7437366,347663,1
4765675,681994,1
2862263,681994,1
174625,681994,1
100011,2876550,1
174625,2903538,1
3030538,2876550,1
3065463,2903538,1
5929312,2876550,1
5964237,2903538,1
8545513,2889250,1
8620125,2889250,5
7218363,3760787,1
1401762,3760787,1
1368425,3217613,1
1362075,3373437,9
1814511,3103064,1
1814511,3373437,9
163512,3103064,1
163512,3373437,9
4284662,3219200,1
4278312,3373437,9
4730750,3103064,1
4730750,3373437,9
3079750,3103064,1
3079750,3373437,9
7183436,3219200,1
7177086,3373437,9
7629525,3103064,1
7629525,3373437,9
5978525,3103064,1
5978525,3373437,9
5989637,4694237,25
3130550,4649634,25
3030538,4468812,1
3065463,4495800,1
5686425,4479925,1
5761037,4479925,5
100011,4468812,1
174625,4495800,1
2797175,4479925,1
2797175,4479925,5
5929312,4468812,1
5964237,4495800,1
5953125,3606800,24-52
6553200,4162425,1
6100762,4162425,1
4318000,3760787,1
174625,4694237,25
5634037,2903538,1
8261350,163512,13
119062,6450012,1
2797175,2889250,1
2871788,2889250,5
8610600,4495800,1
174945,1157287,1
261584,1620837,17
174945,1157287,17
5526473,402339,17
174945,237215,1
174943,27536,1
174945,6472020,17
6096000,1990725,9
5095875,2428875,9
5095875,1990725,9
6096000,2466975,9
6096000,1990725,9
5095875,1990725,9
4086225,2428875,9
4086225,1990725,9
3086100,2476500,9
4086225,1990725,9
3086100,1990725,9
3086100,1990725,9
2225675,2000250,9
2055813,2112963,9
7156450,1990725,9
7410450,1868488,1
1612900,3325812,1
1612900,2286000,1
6511925,4606925,1
6602413,1868488,1
5597525,1868488,1
1612900,1990725,1
5619750,4606925,1
4592637,1868488,1
3617912,4606925,1
3587750,1868488,1
2582863,1878013,1
4614862,4606925,1
2492375,4606925,1
2491634,4888619,1
3479853,4888619,1
4468071,4888619,1
6444505,4909256,1
527573,5023556,1
5456289,4888619,1
2491634,5358546,1
3479853,5358546,1
4468071,5358546,1
6444505,5358546,1
527573,5409319,1
5456289,5358546,1
2491634,5792539,1
3479853,5792539,1
4468071,5792539,1
6444505,5792539,1
527573,5735592,1
5456289,5792539,1
8612413,159496,13
5526473,402339,17
174945,237215,1
174943,27536,1
560387,1063625,1
625475,1524000,17
560387,1075277,17
1536700,2336800,24-52
6716713,2130425,1
6753225,5454650,1
5995987,5454650,1
5892800,4411662,1
5892800,3016250,1
5948362,3421062,1
3486150,3854450,1
5073650,4497387,1
4249737,4545012,1
3430587,3521075,1
5124450,3625850,1
2717800,5454650,1
1773238,5454650,1
5172075,5454650,1
2606675,3482975,1
1782763,3816350,1
4352925,5454650,1
2662238,3816350,1
3486150,4592637,1
5068887,3254375,1
3533775,5454650,1
4249737,3397250,1
2662238,4573587,1
1838325,4116387,1
4305300,3744912,1
1838325,4706937,1
6716713,4087812,1
6772275,2654300,1
6213475,1504950,1
5103812,1504950,1
6480175,1503362,1
5370512,1503362,1
1700263,5888904,1
2522455,5888904,1
3344648,5888904,1
4989031,5888904,1
5811223,5888904,1
625475,5847345,1
4166839,5888904,1
7253288,1644776,1
7253288,1881684,9
7443788,2671763,1
7443788,4327525,1
7253288,1943229,1
7253288,2170770,9
6633418,5888904,1
8710727,240787,13
2756692,1489455,1
118333,1489455,1
2756692,930212,17
118333,930212,17
4808815,4356499,9
4808815,3434241,9
4808815,2397561,9
4808815,5278759,9
4808815,3553264,17
2829101,3553264,1
4095927,3632639,13
4808815,1594326,1
2829101,1594326,1
4095927,1673700,13
2829101,4475524,1
4095927,4554899,13
4808815,4475524,17
2829101,5397786,1
4095927,5477161,13
4808815,5397786,17
4808815,2516585,17
2829101,2516585,17
4121903,2595960,13
2756692,1393572,1
118333,1307847,5
284437,1962495,13
221931,1501423,1
295197,3523543,13
228747,3064972,1
313529,4883739,13
208108,4593773,1
119062,6435725,1
2371725,933450,1
2435225,1117827,17
2498725,1601787,25
5745162,933450,1
5745162,933450,1
5872162,1117827,17
5872162,1601787,25
122237,210849,1
106362,933450,1
155576,1601787,25
106362,933450,5
156330,1117934,17
4448175,6110287,1
7820025,6110287,1
2498725,4979987,25
2428875,5302250,1
2464593,5406602,1
2428875,4979987,1
2464704,5015817,5
5872162,4979987,25
5802312,5294745,1
5838032,5399097,1
5802312,4979987,1
5838142,5015817,5
174945,6627859,1
174943,27536,1
268813,1042491,1
268813,1042492,1
341697,1122330,1
333598,2053856,9
3206648,2053856,9
6079697,2053856,9
3102304,1516810,9
5994622,1516810,9
333598,2090726,25
3206648,2090727,25
6079697,2090727,25
691739,1474197,13
4015697,1635568,13
6802760,1619971,13
8710727,240787,13
119064,230189,1
254002,895350,1
119062,6435725,1
336550,2414588,9
336550,3625850,9
336550,4654550,9
336550,5437187,9
352427,1357315,1
352427,2482851,1
352427,3687764,1
352427,4714875,1
352427,5468939,1
1487487,1924051,1
1487487,2248654,1
1510829,2050459,1
1495269,2028611,1
1495269,2225245,1
1873403,2050459,1
1857842,2028611,1
1857842,2225245,1
1692893,2050459,1
1677333,2028611,1
1677333,2225245,1
1487487,3094038,1
1487487,3418640,1
1510829,3220446,1
1495269,3198597,1
1495269,3395231,1
1873403,3220446,1
1857842,3198597,1
1857842,3395231,1
1692893,3220446,1
1677333,3198597,1
1677333,3395231,1
1487487,4152900,1
1487487,4476105,1
1510829,4278762,1
1495269,4257009,1
1495269,4452796,1
1873403,4278762,1
1857842,4257009,1
1857842,4452796,1
1692893,4278762,1
1677333,4257009,1
1677333,4452796,1
1487487,4881564,1
1487487,5204769,1
1510829,5007428,1
1495269,4985672,1
1495269,5181460,1
1873403,5007428,1
1857842,4985672,1
1857842,5181460,1
1692893,5007428,1
1677333,4985672,1
1677333,5181460,1
1487487,5700712,1
1487487,6023917,1
1510829,5826576,1
1495269,5804822,1
1495269,6000608,1
1873403,5826576,1
1857842,5804822,1
1857842,6000608,1
1692893,5826576,1
1677333,5804822,1
1677333,6000608,1
352425,1079500,1
352427,1295400,9
8251827,288927,13
2219326,1079500,17
2214563,1293812,9
2219326,1357312,25
2219326,2482851,25
2219326,3687764,25
2219326,4714875,25
2219326,5497514,25
1331500,606548,1
1429254,921932,9
1429254,681812,17
174945,237215,1
1429254,937036,25
8710727,183049,13
174945,237215,1
174945,6439506,1
174943,27536,1
1176205,1060450,1
1255712,3949700,1
1255712,2105025,1
2141538,5969000,1
2146300,3949700,1
2189163,2087563,1
1176205,1060450,1
1296066,1125537,1
3565328,2536825,17
3027572,2382838,1
2932008,2620963,1
3029193,2919413,1
3518356,3208338,1
1232897,1927524,1
1232897,1508125,1
2998417,4899025,1
3314267,5189537,1
3877938,5053012,1
2933627,4640262,1
2554608,1509712,5
2554608,2370138,5
6351291,1833563,1
6351291,1587500,1
4998803,1833563,1
4998803,1587500,1
3751598,1833563,1
3751598,1587500,1
6594251,1585912,1
5241764,1831975,1
5241764,1585912,1
3994560,1831975,1
3994560,1585912,1
6594251,1831975,1
3565328,5765800,1
6801580,5765800,1
6801580,6011862,1
4859504,6011862,1
3565328,6011862,1
4859504,5765800,1
7044541,6010275,1
7044542,5764212,1
5102466,5764212,1
5102466,6010275,1
3808291,5764212,1
3808290,6010275,1
3295650,2184400,1
3090863,2289175,1
2941638,2446338,1
2843213,2746375,1
3228975,3224213,1
3922712,2566988,1
3073400,4330700,1
2919413,4973637,1
2846388,4705350,1
3221038,5249862,1
3730625,5156200,1
3830637,4437062,1
4478864,2314204,25
4478864,3725862,25
8710727,240787,13
112728,543255,17
125412,6601506,17
1376362,1135063,1
3314700,1135063,1
5241925,1135063,1
7124700,1135063,1
1727200,1612900,24-58
979487,4395787,1
979487,2652713,1
979487,3524250,1
979487,3086100,1
979487,5267325,1
979487,4829175,1
979487,1781175,1
