a,b,c
3676650,1733550,9
5275262,1936750,1
4181475,1651000,1
4375150,3079750,1
3503612,1965325,1
4389437,1946275,1
5260975,3079750,1
3530600,3079750,1
1771270,4500276,17
1771270,5049382,17
2420558,4500276,17
2420558,5049382,17
1121982,4500276,17
1121982,5049382,17
4165600,3708400,24-58
3211513,5272087,1
5702300,4024312,1
4414837,4686300,1
5721350,4686300,1
5702300,5348287,1
3211513,4610100,1
3211513,4024312,1
4511675,4024312,1
6413500,95250,1
7686675,95250,1
7926388,93663,1
6653213,93663,1
5351462,3888223,9
5140325,4303712,17
5224462,4571255,9
5029200,4979987,17
5473700,5202947,9
5278437,5659437,17
5149850,5867541,17
8611668,158751,13
457104,1063466,1
174945,237215,1
174943,27536,1
174945,6568323,1
174945,6115656,17
4381500,5076825,9
2924175,5143500,9
2924175,3848100,9
2924175,2486025,9
2924175,2028825,9
5829300,5238750,9
5829300,4791075,9
5829300,2419350,9
5829300,2143125,9
5829300,2028825,9
4381500,5314950,9
4381500,2943225,9
4381500,2276475,9
4381500,2028825,9
2924175,5343525,9
1612900,1955800,24-53
1749425,5308600,9
1749425,5037137,9
1655763,5037137,9
5183187,2500313,1
5235575,2043113,1
3644900,5719762,17
3551237,1755775,17
3521075,5310187,17
4044950,5133975,17
3730625,4386262,17
525462,2414588,17
3730625,2147888,1
2187575,5719762,17
2093913,1755775,17
2063750,5324475,17
2587625,5176837,17
2273300,4862512,17
525462,4656137,17
1244600,1755775,17
525462,5199062,17
525462,4927600,17
525462,3771900,17
6550025,5719762,17
6456362,1755775,17
6688138,5257800,17
6635750,4905375,17
6635750,3495675,17
6688138,2171700,1
6688138,1976438,17
5097462,5719762,17
3730625,3057525,1
5003800,1755775,17
5235575,5295900,17
5235575,5086350,17
5183187,3900487,17
2273300,3771900,1
2273300,2414588,1
549275,1146175,17
7648575,1139378,17
7648575,1603375,9
7890305,1741488,17
7829391,1939925,17
7829391,2184400,17
7787713,3648075,17
7799699,4862512,17
7787713,5202237,17
549275,1603375,9
8710727,240787,13
4350904,1344612,1
147667,1344612,1
147667,3839636,1
4350904,3839636,1
4350904,1344612,1
147667,3839636,1
4350904,3839636,1
4422173,1882134,1
4422173,4198942,1
6984610,4198942,1
212456,4198942,1
147667,1344612,1
212456,1885013,1
174945,237215,1
7993063,3495675,1
7083425,3495675,1
6272212,3495675,1
5338762,3495675,1
4668837,3495675,1
4991100,4591050,9
5035550,4622800,1
5962650,5972175,1
5387975,5972175,1
4800600,5972175,1
2876550,5210175,9
2876550,4552950,9
2009775,5448300,9
2009775,4629150,9
1274762,5545137,9
366713,5346700,1
366713,4700587,1
3248025,5972175,1
3279775,4329112,1
2376488,5972175,1
2408238,4405312,1
1504950,5972175,1
1536700,4510087,1
174945,6288694,1
3286125,2752725,9
3286125,2476500,9
3286125,2190750,9
2609850,2771775,9
2609850,2495550,9
2609850,2190750,9
1924050,2800350,9
1924050,2505075,9
1924050,2190750,9
1184275,2190750,9
711200,2092325,1
257175,2973388,1
257175,2563813,1
257175,2290763,1
3529012,3495675,1
2852738,3495675,1
2171700,3495675,1
1490662,3495675,1
7081838,4710112,9
7207250,4775200,1
8215313,5972175,1
7777163,5972175,1
7340600,5972175,1
6891338,5972175,1
174943,27536,1
8710727,240787,13
2050867,1652141,1
174945,237215,1
3776662,2244725,1
2581275,1933575,1
2416175,3673475,1
2416175,2295525,1
4905375,5340350,1
5400675,1933575,1
5400675,2178050,1
3276600,5340350,1
3719512,1933575,1
4438650,2305050,9
4438650,2295525,9
2984500,2222500,24-53
121750,973527,17
174945,6561932,1
174943,27536,1
8452015,140866,13
174945,615321,1
248601,657225,17
231576,1007507,13
837208,1070189,19
837208,5441981,19
224926,5351081,13
3723983,3749471,19
6692269,1070189,19
6692269,2393943,19
837208,4007837,19
205802,3934274,13
3723983,1070189,19
6692269,3548950,19
3723983,2420926,19
3723983,4470937,19
3078096,3617476,13
3080416,1007507,13
3078901,2291936,13
3089748,4364644,13
6692269,4762994,19
5954071,1085850,13
5942022,2244089,13
5906306,3463430,13
5941174,4623327,13
174945,237215,1
4603265,1120061,1
4603265,1120061,1
4684252,1571269,25
4666601,1184032,1
388309,1120061,1
388309,1120061,1
475227,1571269,25
475227,1181564,1
8710727,240787,13
381000,571782,1
381000,5750998,17
7711994,556094,1
7711994,556094,1
7711994,768460,1
451866,1181430,9
451866,1002851,1
6629624,1002851,1
1229433,1002851,1
2459596,1002851,1
1229433,1229570,1
451866,1229570,1
7324484,1599505,25
1229433,2955533,1
451866,2955533,1
2459596,2955533,25
6806547,2955533,1
6806547,3273793,1
6806547,3597643,1
6806547,3915143,1
6431200,1925913,1
1229432,1991921,9
6795648,1229570,1
6795648,1398846,1
6795648,1568123,1
6795648,1737402,1
2459596,1229570,25
1229433,2092551,1
2459596,2092551,25
6795648,2092551,1
6795648,2261828,1
6795648,2431106,1
6795648,2600383,1
451866,2854903,9
223838,230189,1
224227,229888,1
393702,1346200,1
4410076,1346200,1
393702,1346200,13
4168775,1500187,13
4557714,1800225,1
5570537,3853705,2
117475,6446094,1
2787095,1976578,1
2787095,1976577,17
2886854,2030803,1
3282289,2424448,17
2886854,2398932,1
3282289,3413183,17
2886854,3413183,1
3282289,4238750,17
2886854,4238750,1
434879,1233487,1
174945,237215,1
174943,27536,1
174945,6442593,1
4414837,2012950,17
5453062,2012950,17
3419475,5337175,17
538162,2012950,17
4394200,5337175,17
517525,3943350,17
5432425,5337175,17
517525,2495550,17
2381250,5337175,17
1300162,2012950,17
1343025,5337175,17
2338388,2012950,17
3376612,2012950,17
531812,1811338,9
531812,1323975,17
6695827,2874963,17
6480175,1093142,17
6695827,4327525,17
6695827,2051050,17
6480175,1811338,9
7761041,2874963,17
7545388,1323975,17
7754704,4327525,17
7761041,2051050,17
7545388,1811338,9
797664,5803900,17
8710727,240787,13
295661,975879,1
1566914,1137993,17
1566914,1365196,9
4282835,1137993,17
4282835,1365196,9
1566914,1439251,25
174945,6614146,1
4282835,1439251,25
1481583,2888451,9
1481583,4347133,9
516909,4703012,13
451344,1654721,13
1566914,2933720,25
1566914,4392383,25
4282835,4392383,25
4282835,2941574,25
484126,3357676,13
192087,1433512,1
174945,237215,1
303213,5929312,1
303213,5200650,1
303213,5487987,1
303213,4110037,1
303213,4845050,1
303213,3668712,1
303213,4471987,1
303213,3386137,1
303213,2940050,1
303213,2652713,1
303213,2211388,1
269875,1862138,1
174945,6442595,1
192087,1433512,1
174943,27536,1
269875,1515101,1
8710727,240787,13
119062,230188,1
4489450,554037,1
4491037,557212,1
4564062,622300,1
100011,554037,1
100011,557212,1
174625,622300,1
4489450,3368675,1
4491037,3371850,1
4564062,3436937,1
100011,3368675,1
100011,3371850,1
174625,3436937,1
174625,874712,25
4564062,874712,25
4564062,3651250,25
2819400,3647301,1
2819400,3962400,9
2819400,4019550,1
7588061,376238,1
7588061,190501,1
7400736,163512,1
7474556,163512,5
7403911,347663,1
7403911,347663,1
4022725,584200,1
4127500,584200,5
4022725,3398837,1
4127500,3398837,5
1228725,3651250,1
1228725,3962400,9
1250950,4019550,1
2514600,3771900,1
2589213,3771900,5
174625,3962400,9
119062,4019550,25
174625,3647301,1
812800,3771900,1
887412,3771900,5
8470900,584200,1
8575675,584200,5
8470900,3398837,1
8470900,3398837,5
8261350,163512,13
119062,6450062,1
4702626,2768057,25
849312,1001683,1
121488,211245,1
121488,6572129,1
2476500,2547620,24-52
979487,5335270,1
2778125,5335270,1
979487,4333557,1
979487,3649345,1
979487,2804795,1
2714625,2298382,1
2778125,4471670,1
2778125,3649345,1
2778125,2804795,1
922337,2180332,1
922337,1515535,1
744854,1619250,1
174945,237215,1
2217738,2825750,1
1611312,3194050,1
1504950,4454525,1
1851025,2506663,1
3336925,3933825,1
3648075,4683125,1
1101725,2884488,1
906462,5229225,1
174945,6439506,1
174943,27536,1
8640764,145920,13
744854,1619250,17
4578667,1619250,25
119062,230188,1
4489450,554037,1
4491037,557212,1
4564062,622300,1
100011,554037,1
100011,557212,1
174625,622300,1
4489450,3368675,1
4491037,3371850,1
4564062,3436937,1
100011,3368675,1
100011,3371850,1
174625,3436937,1
174625,874712,25
4564062,874712,25
4564062,3651250,25
2819400,3650476,1
2819400,3962400,9
2819400,4019550,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
4022725,584200,1
4127500,584200,5
4022725,3398837,1
4022725,3398837,1
1117600,3651250,1
1117600,3962400,9
1117600,4019550,1
2514600,3771900,1
2514600,3771900,1
174625,3962400,9
174625,4019550,1
174625,3647301,1
812800,3771900,1
812800,3771900,1
8470900,584200,1
8470900,584200,1
8470900,3398837,1
8470900,3398837,1
8261350,163512,13
119062,6450012,1
272597,1041400,1
272597,1056788,17
369584,1501775,17
369584,5796958,1
6810374,1607164,1
6810374,1859463,9
6810374,1905615,1
6810374,2148545,9
7851775,1905615,1
7851775,2148545,9
1270000,3060700,24-52
6124575,5194300,5
6181725,5194300,5
6124575,5194300,5
1743075,3178175,9
6273800,5454650,1
5487987,4611687,1
3173413,3279775,1
5487987,3521075,1
6292850,4325937,1
6292850,2835275,1
5648325,5454650,1
2268538,4859337,1
1511300,5454650,1
4683125,3683000,1
4038600,5454650,1
3073400,4854575,1
4843462,5454650,1
2436813,5454650,1
2268538,4311650,1
3878262,4730750,1
3233738,5454650,1
1463675,4035425,1
4683125,4687887,1
3073400,3873500,1
4683125,4030662,1
3073400,4292600,1
3878262,3692525,1
1463675,4421187,1
2268538,3902075,1
3878262,4078287,1
5487987,3873500,1
1470025,4902200,1
8013561,595527,1
8013561,807051,1
8280261,593940,1
8280261,805464,1
6972159,3168650,1
6972159,4267200,1
8013561,3168650,1
8013561,4267200,1
1437183,5853905,1
2242236,5853905,1
3047289,5853905,1
4657395,5853905,1
5462449,5853905,1
3852343,5853905,1
6267499,5853905,1
5526473,402339,17
174943,305737,1
174943,27536,1
7103202,66851,1
7103202,66851,1
7103202,279216,1
8710727,240787,13
2680493,2288382,1
119062,230188,1
119062,6435725,1
838200,712787,1
3470275,712787,1
4564062,1697038,1
998537,3397250,1
3470275,2003425,1
4564062,2522538,1
3470275,3394075,1
4564062,3913187,1
3470275,4213225,1
4564062,4732337,1
182562,1976438,9
182562,1749425,1
182562,3814762,9
182562,3587750,1
4883150,1285875,9
5324475,1103312,1
4883150,2343150,9
5324475,2252663,1
4883150,3733800,9
5324475,3563937,1
4883150,4552950,9
5272087,4983162,1
4586427,4482167,1
1762125,938212,9
1828444,712787,1
2549525,1639888,9
2549525,1414462,1
2549525,1665288,1
2549525,1211262,9
2549525,985837,1
2549525,1236662,1
1762125,2343150,9
1828800,2103438,1
1762125,3733800,9
1828800,3497262,1
1762125,4554537,9
1828800,4327525,1
1762125,6010275,9
1828689,5784850,1
1762125,5719762,9
1828689,5494337,1
1762125,5429250,9
1828689,5203825,1
3506787,5341937,1
1828800,3028950,1
3506787,5614987,1
3506787,5913437,1
119062,615950,1
182562,2024063,1
182562,3838575,1
1828800,4818062,1
1752600,4691062,5
2768600,4725987,1
5048250,4213225,1
6142037,4732337,1
6461125,4519612,9
6484937,4248150,1
3160713,2354263,1
6996113,4213225,1
8089900,4732337,1
6484937,4687887,1
6461125,4614862,9
6996113,5246687,1
8089900,5765800,1
7697788,4897437,9
119062,230188,1
2436813,1692275,25
2436813,2343150,25
2436813,2749550,25
2436813,3402012,25
2436813,3808412,25
2436813,4216400,25
2436813,4622800,25
174945,1031070,1
261584,1455746,17
5526473,402339,17
174945,237215,1
174943,27536,1
174945,1035028,17
8612413,159496,13
3619500,2143125,9
3619500,2143125,9
2146300,2070100,24-53
433387,2220913,1
4402137,5972175,1
4443412,1843088,1
433387,2649538,1
2778125,5972175,1
433387,4383087,1
2819400,1843088,1
6073254,2413948,25
174945,986747,1
4309717,1405034,17
174945,6574801,1
174945,237215,1
965200,1652684,24-53
1204912,4322860,1
4459287,4322860,1
4560887,1443134,1
2932113,1443134,1
2838450,4322860,1
1990725,4322860,1
2117725,1443134,1
2201863,1673323,1
1387475,1625698,1
1303337,1443134,1
3687762,4322860,1
3746500,1443134,1
6172200,4322860,1
5324475,4322860,1
5375275,1443134,1
6189662,1443134,1
174945,5980400,17
6952164,1405034,25
243115,1039909,17
243115,1279622,9
243115,4678460,17
1163999,4657823,1
2001752,4657823,1
2846274,4657823,1
4416654,4657823,1
5277782,4657823,1
243115,5003898,17
1163999,5076923,1
2001752,5076923,1
2846274,5076923,1
4416654,5076923,1
5277782,5076923,1
6063862,5076923,1
8275638,522287,1
8275638,793750,1
8542338,792162,1
8542338,520700,1
3589890,5076923,1
3589890,4657823,1
174943,27536,1
174945,237215,1
119062,230188,1
4489450,554037,1
4491037,557212,1
4564062,622300,1
100011,554037,1
100011,557212,1
174625,622300,1
4489450,3368675,1
4491037,3371850,1
4564062,3436937,1
100011,3368675,1
100011,3371850,1
174625,3436937,1
174625,874712,25
4564062,874712,25
4564062,3670300,25
2819400,3650476,1
2819400,3962400,9
2819400,4019550,1
7643813,376238,1
7643813,190501,1
7456488,163512,1
7530307,163512,5
7459663,347663,1
7459663,347663,1
4022725,584200,1
4127500,584200,5
4022725,3398837,1
4022725,3398837,5
1117600,3651250,1
1117600,3962400,9
1117600,4019550,1
2514600,3771900,1
2514600,3771900,1
174625,3962400,9
174625,4019550,1
174625,3647301,1
812800,3771900,1
887412,3771900,5
8470900,584200,1
8575675,584200,5
8470900,3398837,1
8470900,3398837,5
8261350,163512,13
119062,6450012,1
-1544266,2773954,1
2104551,1073443,1
2167308,870311,1
660420,1073443,1
623322,870311,1
2124902,1144500,25
602649,1144500,25
7100452,1069931,1
7100452,866799,1
7100454,1144500,25
691833,3752636,9
2124902,3816436,25
602649,3816436,25
-58734,5000528,9
-88378,5196330,1
602649,5100303,25
2124902,5100303,25
7100454,5073851,25
7100454,3804708,25
119062,230188,1
119062,6435725,1
121614,938212,5
119062,945347,5
190528,972098,1
114326,1268400,25
2349794,1003178,17
2349797,1219221,9
7474274,17416,1
7474274,17416,1
7474274,229782,1
2509247,1635086,1
2519066,3842548,1
5024222,1612662,25
5283494,1003178,17
5283498,1219221,9
4854359,3842548,25
2519066,3417325,9
0,0,1
100011,4464050,1
3030538,4464050,1
5929312,4464050,1
100011,2889250,1
3030538,2889250,1
5929312,2889250,1
134937,3632200,24-52
735012,4159250,1
742950,3795712,1
282575,4159250,1
290513,3833812,1
3681412,4159250,1
3689350,3881437,1
3228975,4159250,1
3236913,3890962,1
5287962,3557587,24-53
5324475,3695700,9
5219700,3738562,9
5457825,3511550,1
5030787,3511550,1
4854575,3848100,1
4854575,3676650,1
5378450,4159250,1
5429250,3633787,1
8191500,3695700,24-53
8342313,3592512,1
7748588,3944937,1
7924800,3592512,1
7748588,3754437,1
8262938,4222750,1
8313738,3754437,1
2328863,3576637,24-53
2062163,3529012,1
2470150,3529012,1
1885950,3676650,1
1885950,3848100,1
2390775,4159250,1
2441575,3652837,1
4694237,554037,1
100011,554037,1
100011,1778000,1
100011,1778000,1
174625,1804989,1
174625,1978025,25
174625,877887,25
100011,557212,1
4694237,557212,1
119062,230188,1
3395662,831850,24-5
3071813,1225550,1
3482975,1071562,1
4183062,1387475,1
3897312,1281112,1
7643817,376238,1
7643817,190501,1
7456492,163512,1
7530311,163512,5
7459667,347663,1
7459667,347663,1
4765675,689689,1
2862263,689689,1
174625,689689,1
100011,2876550,1
174625,2903538,1
3030538,2876550,1
3065463,2903538,1
5929312,2876550,1
5964237,2903538,1
8545513,2889250,1
8545513,2889250,5
7218363,3760787,1
1401762,3760787,1
1368425,3221460,1
1362075,3373437,9
1814511,3061868,1
1814511,3373437,9
163512,3116914,1
163512,3373437,9
4284662,3223048,1
4278312,3373437,9
4730750,3061868,1
4730750,3373437,9
3079750,3116914,1
3079750,3373437,9
7183438,3223048,1
7177086,3373437,9
7629525,3061868,1
7629525,3373437,9
5978525,3116914,1
5978525,3373437,9
3130550,4694237,25
3030538,4468812,1
3065463,4495800,1
5686425,4479925,1
5686425,4479925,5
100011,4468812,1
174625,4495800,1
2797175,4479925,1
2871788,4479925,5
5929312,4468812,1
5964237,4495800,1
5953125,3452812,24-52
6553200,4160837,1
6100762,4160837,1
4318000,3760787,1
119062,6450012,1
2797175,2889250,1
2871788,2889250,5
5724525,2889250,1
5724525,2889250,5
174625,4694237,25
1252537,4694237,1
1252537,5099050,9
5989637,4686300,25
7161213,4694237,1
7161213,5099050,9
8545513,4479925,1
8620125,4479925,5
8261350,163512,13
1970088,5316537,24-5
2262186,5213350,1
2282825,5426075,1
1654175,5211762,1
2212975,5437187,1
2143125,5449887,1
1344612,5334000,1
2068513,5534025,1
1208087,5456237,1
1595437,5845175,1
2768600,5508625,1
7723188,5272087,24-5
7862888,5437187,1
7734300,5176837,1
7996238,5349875,1
7259638,5335587,1
7324725,5624512,1
7783513,5568950,1
7367586,5895975,1
8450263,5900737,1
8091486,5167312,1
174945,6602614,1
567755,1167707,17
1328057,1329108,1
1328057,1329108,1
1465715,1427093,1
3914775,2143125,9
3914775,2238375,9
3914775,2381250,9
3914775,5314950,9
2493963,2560638,9
2606675,2309813,9
2470150,2265363,9
2606675,2190750,9
3097213,5949950,1
3016250,5416550,1
4730750,5949950,1
1881188,2438400,1
4592637,1824038,1
4705350,5545137,1
4414837,2239963,1
2959100,1824038,1
2778125,2187575,1
2047875,1824038,1
1881188,5416550,1
3016250,2925763,1
1881188,2143125,1
4649787,2901950,1
3363912,2068513,1
4995862,2087563,1
1881188,2925763,1
1881188,4392612,1
3016250,4392612,1
4649787,4464050,1
174945,237215,1
174945,968399,17
174943,27536,1
5748092,2361974,25
8612413,159496,13
174945,237215,1
159010,5814895,17
4048221,2746625,1
174945,864008,17
174945,1052621,17
174945,1035352,1
174945,5364817,17
174945,5584819,17
174945,5542546,1
515399,3961098,17
1966899,5364817,17
4853485,5364817,17
507345,2132260,17
174945,1295040,1
7242720,214578,1
7878873,294426,17
7878873,733027,17
6829841,733027,17
5963537,3912503,17
7242720,424211,1
7207208,1971705,25
174945,6592738,1
5963537,4162786,17
1159320,1307475,17
4120308,1307475,17
1159320,3147161,17
1519153,1803512,17
1204285,1801005,13
4522458,1803512,17
4190324,1801005,13
3451988,5141986,1
3451988,2862169,1
4522458,2031548,17
4190324,2026535,13
1519153,2260150,17
1204285,2255137,13
3134440,1844338,17
2797799,1831807,13
4522458,2715655,17
4190324,2703126,13
1519153,2488185,17
1204285,2480667,13
4522458,2259583,17
4190324,2252066,13
1519153,2716221,17
1204285,2706197,13
4522458,2487620,17
4190324,2477596,13
1519153,3743390,17
1204285,3728356,13
5963537,3669227,17
5662771,3654192,13
4522458,3720562,17
4190324,3705526,13
1519153,4935206,17
1204285,4920172,13
4522458,4798231,17
4190324,4783197,13
1519153,4696843,17
1204285,4681808,13
4522458,4582698,17
4190324,4567663,13
6428432,5148857,1
5662771,3897469,13
1519153,3981753,17
1204285,3966719,13
5963537,4406322,17
5662771,4391288,13
4522458,3936096,17
4190324,3921061,13
1519153,4220116,17
1204285,4205082,13
4522458,4151629,17
4190324,4136595,13
5963537,4653557,17
5662771,4638523,13
1519153,4458480,17
1204285,4443445,13
4522458,4367164,17
4190324,4352128,13
1519153,1575476,17
1204285,1575476,13
4522458,1575476,17
4190324,1575476,13
3134440,2077330,17
2797799,2077330,13
3134440,2346589,17
2797799,2331554,13
6086149,1931339,17
5754015,1916303,13
1519153,3505027,17
1204285,3489993,13
4522458,3428827,17
4190324,3413793,13
2946685,3505027,17
2628072,3489955,13
2761375,5141986,1
5764698,5148857,1
2761375,2862169,1
4886642,1327043,1
1871128,1327043,1
5742928,2862169,1
6406660,2862169,1
4886642,3177000,1
1871128,3177000,1
2127185,1362951,17
5167708,1362951,17
2127185,3212906,17
5167708,3212906,17
1508166,2040240,17
1210684,2020393,13
4500557,2954744,17
4203074,2934897,13
2919694,3750895,17
2622209,3731050,13
4503806,5025690,17
4206321,5005844,13
5963537,3420147,17
5644924,3405075,13
5663977,4175486,13
6068288,2155181,17
5749676,2155181,13
3134440,1594146,17
2797799,1579112,13
1507179,2967476,17
1210684,2937405,13
6052656,1583772,17
5749413,1597205,13
174943,27536,1
4627045,730599,1
238152,730599,1
4628644,730599,1
4693017,804466,1
238152,730599,1
304123,804466,1
304123,1093843,25
4693017,1093843,25
8710727,240787,13
288779,3388016,17
119062,230188,1
288780,1274136,17
288780,2174477,17
288780,3388014,17
2333610,663891,17
2328127,2235121,17
4365761,2224556,17
6971951,2235121,17
6971951,3448258,17
288780,4349917,17
6971951,4349917,17
4370118,4349917,17
2328127,4349917,17
389448,3086341,17
288779,845495,17
288779,1039588,9
2328127,845495,17
2328127,1039588,9
4367476,845495,17
4367476,1039588,9
6971951,670257,17
6971951,1039588,9
288780,2112866,9
288780,4250183,9
288780,3005325,9
288780,5209549,9
2328127,3442758,17
4365761,3450685,17
2328127,1277376,17
4365761,1274136,17
6971951,1224255,17
6501160,5485,17
5512234,2994760,25
5526473,402339,17
174945,237215,1
174943,27536,1
174945,1031070,1
233824,1455744,17
174945,1035028,17
2752725,2190750,9
2752725,2800350,9
2752725,3324225,9
1651000,2146300,24-53
3051175,4505325,5
1825625,4505325,5
3051175,4562475,5
1825625,4562475,5
3051175,4505325,5
1825625,4505325,5
315913,3332162,1
315913,4551362,1
3335337,5972175,1
3417887,4348162,1
315913,2855913,1
315913,2282825,1
2116138,5972175,1
2149475,1952625,1
2198688,4348162,1
3368675,1952625,1
2247900,3322637,1
8612413,159496,13
4648200,1030287,1
4707080,1454963,17
4648200,1045676,17
6696075,3514725,9
6696075,2190750,9
5575300,2146300,24-53
4997450,2755900,1
7312025,1952625,1
4997450,4565650,1
7278688,5972175,1
6088062,1952625,1
6054725,5972175,1
119062,230188,1
246063,1277937,1
246063,1104900,1
246063,1943100,9
246063,2616200,9
246063,3287712,9
246063,3960812,9
246063,4632325,9
119062,6435725,1
1656159,1277938,1
1656159,797807,1
7446305,1277938,1
7446305,644525,1
5112187,1277934,1
5112187,951691,1
5041900,1079500,24-52
5529262,1447800,1
5041900,1765300,24-52
5529262,2171700,1
5041900,2489200,24-52
5529262,2886075,1
5041900,3213100,24-52
5529262,3609975,1
5041900,4660900,24-52
5494337,4924425,1
5041900,3937000,24-52
5529262,4333875,1
247487,1371600,17
131762,1490404,1
7747134,1477962,17
247487,2043113,17
131762,2162175,1
7747134,2149475,17
247487,2716213,17
131762,2835018,1
7747134,2822575,17
247487,3387725,17
131762,3506530,1
7747134,3494087,17
247487,4060825,17
131762,4179630,1
7747134,4167187,17
1981481,1477962,17
1981481,2149475,17
1981481,2822575,17
1981481,3494087,17
1981481,4167187,17
1981481,4838700,17
247487,4732337,17
131762,4851143,1
6414513,1277155,1
6414513,950912,1
6414513,1530350,17
6414513,2201863,17
6414513,2874963,17
6414513,3546475,17
6414513,4219575,17
6414513,4891087,17
7747134,4838700,17
119062,5955526,17
71439,571500,1
1096170,5319509,25
3125996,1277938,1
3125996,1105583,1
3125996,1530350,25
3125996,2201863,25
3125996,2874963,25
3125996,3546475,25
3125996,4219575,25
3125996,4891087,25
1331500,526538,1
1429254,841921,9
1429254,601802,17
174945,237215,1
1429254,857025,25
8710727,160778,13
122237,922337,1
242888,4240212,1
122237,922337,1
6925757,568325,1
6925757,568325,1
6925757,811468,1
119062,6435725,1
598487,2565400,1
5873750,2689225,1
7110413,2174875,25
738187,1325562,1
738187,1581150,1
5003800,1325562,1
5003800,1581150,1
3151188,4240212,25
5105400,4240212,25
5781492,1854200,1
5130800,1869756,5
5130800,1924204,5
5130800,1989540,5
5130800,2053321,5
5130800,2118660,5
5130800,2182441,5
5130800,2247777,5
5130800,2311558,5
5130800,2376896,5
5130800,2440677,5
5130800,2506015,5
5130800,2569796,5
5130800,2635132,5
5130800,2698914,5
5130800,2753361,5
5130800,2817143,5
5130800,2882481,5
5130800,2947817,5
5130800,3011598,5
5130800,3937208,5
5130800,3884316,5
5130800,3829868,5
5130800,3775421,5
5130800,3722528,5
5130800,3668081,5
5130800,3615189,5
5130800,3560741,5
5130800,3506294,5
5130800,3453401,5
5130800,3398954,5
5130800,3346062,5
5130800,3291614,5
5130800,3226278,5
5130800,3173385,5
5130800,3118939,5
5130800,3066046,5
5263555,1998875,5
5394442,1967762,5
5527197,1924204,5
5635647,1902424,5
3887787,2544763,1
3786004,1854200,1
3135313,1869756,5
3135313,1924204,5
3135313,1989540,5
3135313,2053321,5
3135313,2118660,5
3135313,2182441,5
3135313,2247777,5
3135313,2311558,5
3135313,2376896,5
3135313,2440677,5
3135313,2506015,5
3135313,2569796,5
3135313,2635132,5
3135313,2698914,5
3135313,2753361,5
3135313,2817143,5
3135313,2882481,5
3135313,2947817,5
3135313,3011598,5
3135313,3937208,5
3135313,3884316,5
3135313,3829868,5
3135313,3775421,5
3135313,3722528,5
3135313,3668081,5
3135313,3615189,5
3135313,3560741,5
3135313,3506294,5
3135313,3453401,5
3135313,3398954,5
3135313,3346062,5
3135313,3291614,5
3135313,3226278,5
3135313,3173385,5
3135313,3118939,5
3135313,3066046,5
3268069,1998875,5
3398954,1967762,5
3531711,1924204,5
3640159,1902424,5
2951163,1325562,1
2951163,1581150,1
1677988,2235200,1
1200150,4240212,25
1381125,1817688,5
990600,3376612,5
1185862,2595563,5
1422400,2441575,1
1422400,3008313,1
1422400,3703637,1
2319338,2882900,1
4373562,2882900,1
5962650,2882900,1
598487,2806700,1
7110413,1920875,1
7110413,2111375,9
738187,1516062,9
2951163,1516062,9
5003800,1516062,9
119064,230188,17
2640013,5199062,17
2640013,4931231,17
0,0,1
2640011,3360737,13
0,2240279,1
0,1905,1
220352,2699660,9
220352,4238333,9
119062,230188,1
119062,6435725,1
122074,840457,1
1150348,1238655,17
1331600,1249752,13
2467675,1102816,1
2467675,922767,1
2467677,1238655,25
220352,1238655,1
7046004,1218700,25
7046004,1102816,1
7046004,922767,1
220352,2775673,1
2467675,2775672,25
7046004,2775672,25
1150348,2775672,17
220352,4316002,1
1150348,4316000,17
2467675,4316000,25
7046004,4316000,25
119062,5896371,17
1149362,2775673,13
1150348,4314995,13
7246679,30366,1
7246679,30366,1
7246679,242733,1
3128990,672699,1
3185296,947194,17
3128990,3440152,1
6083036,3440152,1
6083036,672699,1
174945,3440152,1
174945,672699,1
3128990,672699,17
3128990,3440153,17
174945,672699,17
6083036,672699,17
174945,3440152,17
6083036,3440152,17
6139341,947194,17
6139341,3717925,17
231250,947194,17
231250,3717925,17
3185296,3717925,17
5526473,402339,17
258763,4542702,17
258763,5013325,17
174945,237215,1
174945,6232178,17
6629400,4314825,9
8255000,5746750,1
7342188,4679950,1
8228013,4641850,1
7369175,5746750,1
6483350,5746750,1
7080250,4384675,1
2651125,3079750,1
1489075,3079750,1
358775,3079750,1
2735263,2433638,1
174945,6439506,1
2451100,5689600,1
1216025,5689600,1
2330450,1012825,9
1447800,1012825,9
2651125,957262,1
1768475,957262,1
174943,27536,1
6191250,2109788,9
6629400,1604962,9
8255000,3079750,1
8315325,1936750,1
7080250,1679575,1
6543675,2279650,1
7369175,3079750,1
6483350,3079750,1
7429500,1974850,1
3238500,2109788,9
3676650,1733550,9
4375150,3079750,1
3530600,3079750,1
5260975,3079750,1
4149725,1641475,1
1771270,4500276,17
1771270,5049382,17
2420558,4500276,17
2420558,5049382,17
1121982,4500276,17
1121982,5049382,17
3182938,5272087,1
3182938,4610100,1
4521200,5348287,1
5683250,4024312,1
4749800,4024312,1
5683250,5348287,1
4695825,4686300,1
5683250,4686300,1
3182938,4024312,1
7675563,296863,1
6402387,296863,1
6642100,295275,1
7915275,295275,1
5649405,3888223,9
5438323,4303712,17
5195887,4571255,9
5000626,4979987,17
5445125,5202947,9
5249862,5659437,17
5121607,5867541,17
